Feature: telephone	 	Log Val: 4.382026634673881		 Sense: PHONE 
Feature: inc		Log Val: 1.6418538861723946		 Sense: PRODUCT 
Feature: mr		Log Val: 1.6241543090729937		 Sense: PRODUCT 
Feature: party	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: calling	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: send	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: traders	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: investors	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: talk	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: long	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: grew	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: costs	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: telephones	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: serves	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: ring	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: federal	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: meanwhile	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: texas	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: pay	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: went	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: sex	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: asked	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: exchange	 	Log Val: 1.6094379124341005		 Sense: PHONE 
Feature: are		Log Val: 1.5930637220029626		 Sense: PRODUCT 
Feature: us		Log Val: 1.587786664902119		 Sense: PRODUCT 
Feature: of		Log Val: 1.5844139804234798		 Sense: PRODUCT 
Feature: but		Log Val: 1.5725191927713307		 Sense: PRODUCT 
Feature: several		Log Val: 1.5596157879354227		 Sense: PRODUCT 
Feature: also		Log Val: 1.550046336919272		 Sense: PRODUCT 
Feature: last		Log Val: 1.54654370636807		 Sense: PRODUCT 
Feature: end	 	Log Val: 1.5404450409471488		 Sense: PHONE 
Feature: making		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: time		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: part		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: adding		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: 30		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: same		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: mrs		Log Val: 1.5108256237659907		 Sense: PRODUCT 
Feature: companies	 	Log Val: 1.5040773967762742		 Sense: PHONE 
Feature: got	 	Log Val: 1.5040773967762742		 Sense: PHONE 
Feature: an		Log Val: 1.5020919437972364		 Sense: PRODUCT 
Feature: company		Log Val: 1.4818380868927383		 Sense: PRODUCT 
Feature: some		Log Val: 1.4795730802618863		 Sense: PRODUCT 
Feature: than		Log Val: 1.4519851237430572		 Sense: PRODUCT 
Feature: still		Log Val: 1.4519851237430572		 Sense: PRODUCT 
Feature: million		Log Val: 1.449525097902195		 Sense: PRODUCT 
Feature: with		Log Val: 1.4321333551903257		 Sense: PRODUCT 
Feature: street		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: well		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: high		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: networks		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: businesses		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: recently		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: yesterday		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: much		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: see		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: take		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: sellers		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: power		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: jumped		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: results		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: both		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: expand		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: certain		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: ended		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: ny		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: almost		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: began		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: putting		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: consumers		Log Val: 1.4054651081081642		 Sense: PRODUCT 
Feature: line		Log Val: 1.3989077075620053		 Sense: PRODUCT 
Feature: plan	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: rates	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: economy	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: southwestern	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: 900	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: french	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: messages	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: another	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: video	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: me	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: ill	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: residential	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: 24	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: kansas	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: handle	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: dedicated	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: private	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: contact	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: let	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: chairman	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: local	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: once	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: know	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: firms	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: dozen	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: answering	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: little	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: gave	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: what	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: day	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: regional	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: expenses	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: come	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: third	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: clogged	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: location	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: minutes	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: primarily	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: atlanta	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: illinois	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: currency	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: here	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: picture	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: central	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: installing	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: noise	 	Log Val: 1.3862943611198906		 Sense: PHONE 
Feature: has		Log Val: 1.384411698910332		 Sense: PRODUCT 
Feature: from		Log Val: 1.3715635564324828		 Sense: PRODUCT 
Feature: is		Log Val: 1.3448404862917296		 Sense: PRODUCT 
Feature: into		Log Val: 1.336472236621213		 Sense: PRODUCT 
Feature: operating		Log Val: 1.336472236621213		 Sense: PRODUCT 
Feature: billion		Log Val: 1.3184537311185347		 Sense: PRODUCT 
Feature: in		Log Val: 1.2977122468117182		 Sense: PRODUCT 
Feature: new		Log Val: 1.2933478099874582		 Sense: PRODUCT 
Feature: for		Log Val: 1.2933478099874582		 Sense: PRODUCT 
Feature: and		Log Val: 1.2923879634891935		 Sense: PRODUCT 
Feature: equipment		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: operations		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: great		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: compared		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: few		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: during		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: small		Log Val: 1.2876820724517808		 Sense: PRODUCT 
Feature: be		Log Val: 1.2787134024690205		 Sense: PRODUCT 
Feature: which		Log Val: 1.2682639865946792		 Sense: PRODUCT 
Feature: that		Log Val: 1.2529965144638908		 Sense: PRODUCT 
Feature: each	 	Log Val: 1.252762968495368		 Sense: PHONE 
Feature: systems	 	Log Val: 1.252762968495368		 Sense: PHONE 
Feature: then	 	Log Val: 1.252762968495368		 Sense: PHONE 
Feature: says		Log Val: 1.251314428280906		 Sense: PRODUCT 
Feature: president		Log Val: 1.251314428280906		 Sense: PRODUCT 
Feature: at		Log Val: 1.2305236586118322		 Sense: PRODUCT 
Feature: not		Log Val: 1.22314355131421		 Sense: PRODUCT 
Feature: down		Log Val: 1.22314355131421		 Sense: PRODUCT 
Feature: even		Log Val: 1.22314355131421		 Sense: PRODUCT 
Feature: 12		Log Val: 1.22314355131421		 Sense: PRODUCT 
Feature: increased	 	Log Val: 1.2039728043259361		 Sense: PHONE 
Feature: may		Log Val: 1.1823215567939547		 Sense: PRODUCT 
Feature: added		Log Val: 1.1823215567939547		 Sense: PRODUCT 
Feature: stock		Log Val: 1.1823215567939547		 Sense: PRODUCT 
Feature: no	 	Log Val: 1.1631508098056809		 Sense: PHONE 
Feature: out		Log Val: 1.1541506798272583		 Sense: PRODUCT 
Feature: month		Log Val: 1.1541506798272583		 Sense: PRODUCT 
Feature: data		Log Val: 1.1335313926245227		 Sense: PRODUCT 
Feature: co		Log Val: 1.1335313926245227		 Sense: PRODUCT 
Feature: a		Log Val: 1.128309448643371		 Sense: PRODUCT 
Feature: just		Log Val: 1.1177830356563836		 Sense: PRODUCT 
Feature: to		Log Val: 1.0991803200896342		 Sense: PRODUCT 
Feature: economic	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: california	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: number	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: abc	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: fans	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: allows	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: regulators	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: tip	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: investment	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: broker	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: defense	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: thousand	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: leave	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: busy	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: posted	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: cellular	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: government	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: nationwide	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: room	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: instead	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: again	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: his	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: concern	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: work	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: larger	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: eventually	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: att	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: southern	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: accommodate	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: merlin	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: monitor	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: megaquests	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: provides	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: i	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: saying	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: russell	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: change	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: offices	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: away	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: radio	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: missouri	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: depression	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: found	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: weinberger	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: security	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: operators	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: moment	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: subscribers	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: subscriber	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: territory	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: hard	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: desk	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: hullo	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: viewers	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: night	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: home	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: customer	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: pennsylvania	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: player	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: concerns	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: megaquest	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: later	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: within	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: live	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: suddenly	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: countries	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: keeping	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: funds	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: look	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: san	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: satellite	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: bolstered	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: distance	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: perhaps	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: heard	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: news	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: trade	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: pushing	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: parents	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: tried	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: how	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: switchboards	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: point	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: cant	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: hundreds	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: period	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: function	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: morgan	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: speed	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: 360	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: 9370s	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: days	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: answered	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: secondquarter	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: master	 	Log Val: 1.0986122886681098		 Sense: PHONE 
Feature: growth		Log Val: 1.095310179804325		 Sense: PRODUCT 
Feature: could		Log Val: 1.095310179804325		 Sense: PRODUCT 
Feature: the		Log Val: 1.0615578929994334		 Sense: PRODUCT 
Feature: would		Log Val: 1.0606246218164348		 Sense: PRODUCT 
Feature: were		Log Val: 1.0606246218164348		 Sense: PRODUCT 
Feature: when	 	Log Val: 1.0296194171811581		 Sense: PHONE 
Feature: froze		Log Val: 1.0		 Sense: PRODUCT 
Feature: basic		Log Val: 1.0		 Sense: PRODUCT 
Feature: protection		Log Val: 1.0		 Sense: PRODUCT 
Feature: downturn		Log Val: 1.0		 Sense: PRODUCT 
Feature: sharply		Log Val: 1.0		 Sense: PRODUCT 
Feature: flexible		Log Val: 1.0		 Sense: PRODUCT 
Feature: pricing		Log Val: 1.0		 Sense: PRODUCT 
Feature: past		Log Val: 1.0		 Sense: PRODUCT 
Feature: technique		Log Val: 1.0		 Sense: PRODUCT 
Feature: january		Log Val: 1.0		 Sense: PRODUCT 
Feature: 16000		Log Val: 1.0		 Sense: PRODUCT 
Feature: various		Log Val: 1.0		 Sense: PRODUCT 
Feature: integrated		Log Val: 1.0		 Sense: PRODUCT 
Feature: as		Log Val: 1.0		 Sense: PRODUCT 
Feature: inspect		Log Val: 1.0		 Sense: PRODUCT 
Feature: displays		Log Val: 1.0		 Sense: PRODUCT 
Feature: kurt		Log Val: 1.0		 Sense: PRODUCT 
Feature: sanger		Log Val: 1.0		 Sense: PRODUCT 
Feature: sportss		Log Val: 1.0		 Sense: PRODUCT 
Feature: tens		Log Val: 1.0		 Sense: PRODUCT 
Feature: week		Log Val: 1.0		 Sense: PRODUCT 
Feature: vote		Log Val: 1.0		 Sense: PRODUCT 
Feature: punt		Log Val: 1.0		 Sense: PRODUCT 
Feature: quarterback		Log Val: 1.0		 Sense: PRODUCT 
Feature: sack		Log Val: 1.0		 Sense: PRODUCT 
Feature: charity		Log Val: 1.0		 Sense: PRODUCT 
Feature: sports		Log Val: 1.0		 Sense: PRODUCT 
Feature: tool		Log Val: 1.0		 Sense: PRODUCT 
Feature: thanking		Log Val: 1.0		 Sense: PRODUCT 
Feature: voting		Log Val: 1.0		 Sense: PRODUCT 
Feature: gifford		Log Val: 1.0		 Sense: PRODUCT 
Feature: offers		Log Val: 1.0		 Sense: PRODUCT 
Feature: football		Log Val: 1.0		 Sense: PRODUCT 
Feature: videotape		Log Val: 1.0		 Sense: PRODUCT 
Feature: 1995		Log Val: 1.0		 Sense: PRODUCT 
Feature: 5		Log Val: 1.0		 Sense: PRODUCT 
Feature: stay		Log Val: 1.0		 Sense: PRODUCT 
Feature: pink		Log Val: 1.0		 Sense: PRODUCT 
Feature: minitel		Log Val: 1.0		 Sense: PRODUCT 
Feature: called		Log Val: 1.0		 Sense: PRODUCT 
Feature: minitels		Log Val: 1.0		 Sense: PRODUCT 
Feature: attached		Log Val: 1.0		 Sense: PRODUCT 
Feature: millions		Log Val: 1.0		 Sense: PRODUCT 
Feature: moneymaker		Log Val: 1.0		 Sense: PRODUCT 
Feature: investigating		Log Val: 1.0		 Sense: PRODUCT 
Feature: jerseybased		Log Val: 1.0		 Sense: PRODUCT 
Feature: attention		Log Val: 1.0		 Sense: PRODUCT 
Feature: blend		Log Val: 1.0		 Sense: PRODUCT 
Feature: gossip		Log Val: 1.0		 Sense: PRODUCT 
Feature: alert		Log Val: 1.0		 Sense: PRODUCT 
Feature: based		Log Val: 1.0		 Sense: PRODUCT 
Feature: fort		Log Val: 1.0		 Sense: PRODUCT 
Feature: lee		Log Val: 1.0		 Sense: PRODUCT 
Feature: nj		Log Val: 1.0		 Sense: PRODUCT 
Feature: 46yearold		Log Val: 1.0		 Sense: PRODUCT 
Feature: insurance		Log Val: 1.0		 Sense: PRODUCT 
Feature: publicist		Log Val: 1.0		 Sense: PRODUCT 
Feature: davis		Log Val: 1.0		 Sense: PRODUCT 
Feature: afoul		Log Val: 1.0		 Sense: PRODUCT 
Feature: proper		Log Val: 1.0		 Sense: PRODUCT 
Feature: interval		Log Val: 1.0		 Sense: PRODUCT 
Feature: 421		Log Val: 1.0		 Sense: PRODUCT 
Feature: interest		Log Val: 1.0		 Sense: PRODUCT 
Feature: cantel		Log Val: 1.0		 Sense: PRODUCT 
Feature: canadian		Log Val: 1.0		 Sense: PRODUCT 
Feature: 152		Log Val: 1.0		 Sense: PRODUCT 
Feature: 354000		Log Val: 1.0		 Sense: PRODUCT 
Feature: cellularmobile		Log Val: 1.0		 Sense: PRODUCT 
Feature: 100000		Log Val: 1.0		 Sense: PRODUCT 
Feature: jointly		Log Val: 1.0		 Sense: PRODUCT 
Feature: gte		Log Val: 1.0		 Sense: PRODUCT 
Feature: stamford		Log Val: 1.0		 Sense: PRODUCT 
Feature: conn		Log Val: 1.0		 Sense: PRODUCT 
Feature: mo		Log Val: 1.0		 Sense: PRODUCT 
Feature: enter		Log Val: 1.0		 Sense: PRODUCT 
Feature: replace		Log Val: 1.0		 Sense: PRODUCT 
Feature: federally		Log Val: 1.0		 Sense: PRODUCT 
Feature: managed		Log Val: 1.0		 Sense: PRODUCT 
Feature: link		Log Val: 1.0		 Sense: PRODUCT 
Feature: 13		Log Val: 1.0		 Sense: PRODUCT 
Feature: telex		Log Val: 1.0		 Sense: PRODUCT 
Feature: tulsa		Log Val: 1.0		 Sense: PRODUCT 
Feature: okla		Log Val: 1.0		 Sense: PRODUCT 
Feature: 375		Log Val: 1.0		 Sense: PRODUCT 
Feature: 185		Log Val: 1.0		 Sense: PRODUCT 
Feature: terminal		Log Val: 1.0		 Sense: PRODUCT 
Feature: unjustified		Log Val: 1.0		 Sense: PRODUCT 
Feature: site		Log Val: 1.0		 Sense: PRODUCT 
Feature: dialup		Log Val: 1.0		 Sense: PRODUCT 
Feature: scandal		Log Val: 1.0		 Sense: PRODUCT 
Feature: awful		Log Val: 1.0		 Sense: PRODUCT 
Feature: sanctimonious		Log Val: 1.0		 Sense: PRODUCT 
Feature: gamboni		Log Val: 1.0		 Sense: PRODUCT 
Feature: butler		Log Val: 1.0		 Sense: PRODUCT 
Feature: pauls		Log Val: 1.0		 Sense: PRODUCT 
Feature: right		Log Val: 1.0		 Sense: PRODUCT 
Feature: do		Log Val: 1.0		 Sense: PRODUCT 
Feature: anyway		Log Val: 1.0		 Sense: PRODUCT 
Feature: telenet		Log Val: 1.0		 Sense: PRODUCT 
Feature: subsidiary		Log Val: 1.0		 Sense: PRODUCT 
Feature: mcdonnell		Log Val: 1.0		 Sense: PRODUCT 
Feature: corps		Log Val: 1.0		 Sense: PRODUCT 
Feature: tymnet		Log Val: 1.0		 Sense: PRODUCT 
Feature: cutrate		Log Val: 1.0		 Sense: PRODUCT 
Feature: these		Log Val: 1.0		 Sense: PRODUCT 
Feature: rent		Log Val: 1.0		 Sense: PRODUCT 
Feature: spread		Log Val: 1.0		 Sense: PRODUCT 
Feature: noon		Log Val: 1.0		 Sense: PRODUCT 
Feature: obolensky		Log Val: 1.0		 Sense: PRODUCT 
Feature: referred		Log Val: 1.0		 Sense: PRODUCT 
Feature: dominick		Log Val: 1.0		 Sense: PRODUCT 
Feature: executive		Log Val: 1.0		 Sense: PRODUCT 
Feature: original		Log Val: 1.0		 Sense: PRODUCT 
Feature: gone		Log Val: 1.0		 Sense: PRODUCT 
Feature: lunch		Log Val: 1.0		 Sense: PRODUCT 
Feature: switched		Log Val: 1.0		 Sense: PRODUCT 
Feature: tied		Log Val: 1.0		 Sense: PRODUCT 
Feature: correspondents		Log Val: 1.0		 Sense: PRODUCT 
Feature: somebody		Log Val: 1.0		 Sense: PRODUCT 
Feature: fighting		Log Val: 1.0		 Sense: PRODUCT 
Feature: impression		Log Val: 1.0		 Sense: PRODUCT 
Feature: outside		Log Val: 1.0		 Sense: PRODUCT 
Feature: brad		Log Val: 1.0		 Sense: PRODUCT 
Feature: took		Log Val: 1.0		 Sense: PRODUCT 
Feature: elevator		Log Val: 1.0		 Sense: PRODUCT 
Feature: rhonas		Log Val: 1.0		 Sense: PRODUCT 
Feature: suite		Log Val: 1.0		 Sense: PRODUCT 
Feature: hopes		Log Val: 1.0		 Sense: PRODUCT 
Feature: lead		Log Val: 1.0		 Sense: PRODUCT 
Feature: contract		Log Val: 1.0		 Sense: PRODUCT 
Feature: proceeds		Log Val: 1.0		 Sense: PRODUCT 
Feature: longrange		Log Val: 1.0		 Sense: PRODUCT 
Feature: six		Log Val: 1.0		 Sense: PRODUCT 
Feature: jerseys		Log Val: 1.0		 Sense: PRODUCT 
Feature: densely		Log Val: 1.0		 Sense: PRODUCT 
Feature: populated		Log Val: 1.0		 Sense: PRODUCT 
Feature: chances		Log Val: 1.0		 Sense: PRODUCT 
Feature: hotel		Log Val: 1.0		 Sense: PRODUCT 
Feature: empty		Log Val: 1.0		 Sense: PRODUCT 
Feature: forcing		Log Val: 1.0		 Sense: PRODUCT 
Feature: 6346		Log Val: 1.0		 Sense: PRODUCT 
Feature: connection		Log Val: 1.0		 Sense: PRODUCT 
Feature: 105		Log Val: 1.0		 Sense: PRODUCT 
Feature: 3279		Log Val: 1.0		 Sense: PRODUCT 
Feature: william		Log Val: 1.0		 Sense: PRODUCT 
Feature: weiss		Log Val: 1.0		 Sense: PRODUCT 
Feature: ameritechs		Log Val: 1.0		 Sense: PRODUCT 
Feature: chief		Log Val: 1.0		 Sense: PRODUCT 
Feature: 25		Log Val: 1.0		 Sense: PRODUCT 
Feature: jump		Log Val: 1.0		 Sense: PRODUCT 
Feature: 371000		Log Val: 1.0		 Sense: PRODUCT 
Feature: misdialled		Log Val: 1.0		 Sense: PRODUCT 
Feature: haste		Log Val: 1.0		 Sense: PRODUCT 
Feature: sergeants		Log Val: 1.0		 Sense: PRODUCT 
Feature: furred		Log Val: 1.0		 Sense: PRODUCT 
Feature: sleep		Log Val: 1.0		 Sense: PRODUCT 
Feature: commission		Log Val: 1.0		 Sense: PRODUCT 
Feature: restricted		Log Val: 1.0		 Sense: PRODUCT 
Feature: ability		Log Val: 1.0		 Sense: PRODUCT 
Feature: fairly		Log Val: 1.0		 Sense: PRODUCT 
Feature: flat		Log Val: 1.0		 Sense: PRODUCT 
Feature: intensely		Log Val: 1.0		 Sense: PRODUCT 
